dataset_id,collection_name,dataset_title,organism,recommended_role,allowed_for_training,allowed_for_pretraining,allowed_for_auxiliary_supervision,reserved_for_external_holdout,allowed_for_model_selection,risk_if_used_for_training,rationale,notes
e47a4c13-22ba-4c77-99bc-13f7d60af799,Comprehensive cell atlas of the first-trimester developing human brain,Cerebellum,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
04a23820-ffa8-4be5-9f65-64db15631d1e,Human Brain Cell Atlas v1.0,Supercluster: Upper rhombic lip,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
b15ec84b-46e9-4678-b511-a0f81f9b545b,Comprehensive cell atlas of the first-trimester developing human brain,ClassGlioblastOligo,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
2190bd4d-3be0-4bf7-8ca8-8d6f71228936,Human Brain Cell Atlas v1.0,Supercluster: Midbrain-derived inhibitory,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
9f984b44-9c72-4aa3-b8c5-65823071c3d6,Comprehensive cell atlas of the first-trimester developing human brain,Medulla,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
d2fc9880-e6d3-4922-af5c-61f4f517adfa,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Oligodendrocyte - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
c202b243-1aa1-4b16-bc9a-b36241f3b1e3,Human Brain Cell Atlas v1.0,Supercluster: Amygdala excitatory,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
dea1aa78-c0a2-413f-b375-f91cce49e4d0,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Nurr-Negative Nuclei 10x scRNA-seq,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
2185eb07-22e2-4209-b3c8-7111afc6aa90,Human Brain Cell Atlas v1.0,Supercluster: Oligodendrocyte precursor,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
251b1a7e-d050-4486-8d50-4c2619eb0f46,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Non-DA Neurons 10x scRNA-seq,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
8ba5453f-7fab-4702-a3a6-4021b1f31a7a,Human Brain Cell Atlas v1.0,Supercluster: Thalamic excitatory,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
92161459-9103-4379-ae34-73a38eee1d1d,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Nurr-Positive Nuclei 10x scRNA-seq,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
caf8670f-e647-4f0c-bfba-163aa84ce602,Human Brain Cell Atlas v1.0,Supercluster: Deep-layer corticothalamic and 6b,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf,Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
7a0a8891-9a22-4549-a55b-c2aca23c3a2a,Human Brain Cell Atlas v1.0,Supercluster: Hippocampal CA1-3,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
4398dcfc-f86b-4d52-aa9f-1f2cf902c0cf,Chromatin accessibility during human first-trimester neurodevelopment,All_RGL,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a56f1a6b-071c-4780-9832-33ca9b8fb391,Human Brain Cell Atlas v1.0,Supercluster: Hippocampal dentate gyrus,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
6c600df6-ddca-4628-a8bb-1d6de1e3f9b4,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Superior frontal gyrus,Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
e34f3f89-3a48-4173-a06a-9e9803f2e2b9,HVS: Human variation study,Oligo - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
6538ce1b-7949-405f-b01c-a2c3e876baee,Human Brain Cell Atlas v1.0,Supercluster: Lower rhombic lip,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
8f48c031-6692-4c82-b6c2-e4ad35cbc0aa,Human Brain Cell Atlas v1.0,Supercluster: LAMP5-LHX6 and Chandelier,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
2727d83a-0af0-443a-bff8-58dc7028289a,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: Entorhinal Cortex,Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
e6b2ce27-681b-4409-a053-2681875936e5,Human Brain Cell Atlas v1.0,Supercluster: Eccentric medium spiny neuron,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
be884a28-0eac-4eca-9c23-1294a93cf56e,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
07760522-707a-4a1c-8891-dbd1226d6b27,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Astrocytes 10x scRNA-seq,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
1c05b7ae-4dfb-4c1b-a441-4b23c04b169e,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,OPC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
58c43cc2-e00e-43c4-94eb-8501369264e1,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,OPC - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
59923449-e303-43e6-9e63-03ef92f5ebd1,Human Brain Cell Atlas v1.0,Supercluster: Miscellaneous,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
35090826-f636-40c1-a3ef-4466beeab9f8,Human Brain Cell Atlas v1.0,Supercluster: Deep-layer near-projecting,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
599504e5-d4ad-45bd-9128-823faf0fb9c9,Human Brain Cell Atlas v1.0,Supercluster: Mammillary body,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
24066994-8183-488d-b037-ef6bb524af39,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG oligodendrocyte,Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1,Human Brain Cell Atlas v1.0,Supercluster: Cerebellar inhibitory,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
4dd1cd23-fc4d-4fd1-9709-602540f3ca6f,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human OPC Cells 10x scRNA-seq,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
12194ced-8086-458e-84a8-e2ab935d8db1,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",white matter - oligodendroglia,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
31285bcd-9a28-48ce-8cc0-543af80261d3,HVS: Human variation study,OPC - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
9ec335f2-420a-45a8-b45a-1ab646e50041,Human Brain Cell Atlas v1.0,Supercluster: Hippocampal CA4,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f43f70fc-0aa9-493e-8e5a-5649f090d433,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,Neural,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f9ad5649-f372-43e1-a3a8-423383e5a8a2,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC oligodendrocyte,Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
894573ad-498f-47ee-9bec-ad0880147eea,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",white matter - neurons,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
00f15b43-f871-46d8-8105-814387ad8658,Chromatin accessibility during human first-trimester neurodevelopment,All_Neuron_Peptidergic,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
91b2327d-e3f3-4f63-b446-20774d20fc33,Comprehensive cell atlas of the first-trimester developing human brain,ClassOligo,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
b6e502d7-0d07-408e-a291-91b63af0a40a,HVS: Human variation study,MicroPVM - neocortex: Human variation study (HVS),Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
84242d25-f656-4ca6-8e8d-f3d2beeba11f,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",white matter - microglia,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
7b20c613-9add-43d1-87e9-defd3d9b9f8c,Integrated cancer cell-specific single-cell RNA-seq datasets of immune checkpoint blockade-treated patients,Integrated cancer cell-specific single-cell RNA-seq datasets of immune checkpoint blockade-treated patients,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
c3aa4f95-7a18-4a7d-8dd8-ca324d714363,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,Supercluster: IT-projecting excitatory neurons,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
598100f7-01da-4de4-998a-05917fd6c446,Comprehensive cell atlas of the first-trimester developing human brain,ClassRadialGlia,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
646e3e87-e46b-4b12-85b5-8d8589e26088,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L2/3 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
b74100ea-1a1a-486a-9cad-70ae44150935,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L2/3 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
e59a4394-80db-42e4-85e6-8f0e59b81f42,Comprehensive cell atlas of the first-trimester developing human brain,ClassNeuroblast,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
9c63201d-bfd9-41a8-bbbc-18d947556f3d,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,Supercluster: MGE-derived interneurons,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
ac0fee7e-0999-4319-b244-20278e1ff2fb,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L4 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,High-resolution single-cell atlas reveals diversity and plasticity of tumor-associated neutrophils in non-small cell lung cancer,The single-cell lung cancer atlas (LuCA) -- extended atlas,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
e4ddac12-f48f-4455-8e8d-c2a48a683437,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,Supercluster: CGE-derived interneurons,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
605b89b1-c474-4180-8c0b-88afb5920991,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L5 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
059022cf-885a-4ef8-944b-d9e5381aa1c6,Comprehensive cell atlas of the first-trimester developing human brain,ClassGlioblast,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
04c94a7d-1133-42c9-bb48-c697bd302a8d,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Pvalb - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Vip - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
44c83972-e5d2-4858-ac58-2df9f4bf564b,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L5 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69,High-resolution single-cell atlas reveals diversity and plasticity of tumor-associated neutrophils in non-small cell lung cancer,The single-cell lung cancer atlas (LuCA) -- core atlas,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
53bc5729-6202-4351-bc99-1f36139e9dc4,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Vip - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f,Comprehensive cell atlas of the first-trimester developing human brain,ClassNeuronalIPC,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
d01c9dff-abd1-4825-bf30-2eb2ba74597e,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,Supercluster: Deep layer (non-IT) excitatory neurons,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
d87f3f91-dca4-494b-8993-c4e3008a8fa5,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Pvalb - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
62527b1a-826c-423d-b123-e495846979a9,Single cell atlas of the human optic nerve,snRNA-seq of human optic nerve and optic nerve head - fibroblasts,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
74d584f0-74fc-482e-b944-e76f29c1ab85,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Astrocyte - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
9ff9f9ba-016b-4cbb-8899-45dc20860b8b,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L4 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
1fc48734-35ee-4372-885c-95fd2674c75a,HVS: Human variation study,L23IT - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
03181d87-4769-41e7-8c39-d9a81835f0d2,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Sst - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
8e948521-3c3d-4e92-9ff1-3add0e069e41,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,Fibroblasts,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
5097d77d-08fa-4105-a18f-4072d61522a4,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Astrocyte - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
146216e1-ec30-4fee-a1fb-25defe801e2d,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Sst - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
0ed60482-a34f-4268-b576-d69cc30210f6,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Lamp5 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
82f6af6d-5313-439a-9936-5e844be49a70,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development",Infant human neocortex cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
39ed7d98-676d-4b8d-9d0a-0f3b60914ead,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development",Midgestational human neocortex cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
6437bc9c-16cb-46c8-8f79-9a7384a0212a,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
de104f7e-14fa-4795-bd19-b5ee2c1563e0,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L6 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Lamp5 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
5f2d5734-b90a-4d19-bb5f-1ff473259d10,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,Erythropoietic,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
9ea52f85-a35e-4b5b-9207-e2f1de7dbbcd,HVS: Human variation study,L4IT - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
34229bdc-a895-4394-8820-574e4028d8c6,HVS: Human variation study,L5IT - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f13b63f5-779f-478a-90a7-5ee65d9d6828,Chromatin accessibility during human first-trimester neurodevelopment,All_Neuron_GABA,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
e73e4eb8-d5f3-47c3-b446-330f37d042da,Chromatin accessibility during human first-trimester neurodevelopment,All_Neuron_GLUT,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
