gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary
WAPL,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,38.15396113602392,0.0747384155455904,100.0,99.55156950672644,99.9626307922272,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ATE1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,20.02989536621824,99.32735426008968,45.59043348281017,96.898355754858,99.06576980568012,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
HLA-DRA,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,gliosis_inflating,17.9745889387145,13.602391629297458,98.09417040358744,93.42301943198804,93.7593423019432,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,MHC class II antigen-presentation component.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
PCCA,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,6.651718983557549,0.2989536621823617,99.66367713004485,98.65470852017935,99.14050822122572,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
RC3H1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,6.315396113602392,100.0,99.9252615844544,99.9626307922272,100.0,class_calibration=broad_shift_confounded; singleton_context=too_few_genes,no_graph_support,False,RNA/immune regulatory gene with an exceptionally large but broad model-implied shift.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
C1QB,broad_state_caution,broad_state_caution_example,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,gliosis_inflating,5.269058295964125,16.143497757847534,60.87443946188341,94.95515695067265,84.08071748878923,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement component and microglial state marker.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
STAT3,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,3.811659192825112,96.63677130044844,0.8221225710014948,96.30044843049326,98.28101644245142,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Transcriptional signaling regulator with broad inflammatory effects.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
HECTD1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,3.699551569506727,99.73841554559044,99.40209267563527,99.32735426008968,99.43946188340809,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
HELZ,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,3.288490284005979,40.6203288490284,54.633781763826605,97.30941704035877,99.62630792227203,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
AVL9,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,2.5411061285500747,99.36472346786248,0.4484304932735426,98.13153961136024,99.2152466367713,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
MAPK1,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,1.9805680119581464,90.32137518684604,1.4947683109118086,97.79521674140508,98.72944693572497,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,MAP kinase signaling node with broad pleiotropic potential.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
P2RY12,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,gliosis_inflating,1.7563527653213753,1.6816143497757847,16.55455904334828,96.0762331838565,94.09566517189836,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Homeostatic microglial purinergic receptor.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
SFSWAP,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,1.6442451420029895,39.98505231689089,99.77578475336324,99.40209267563527,99.51420029895364,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
APP,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,broad_reactive_state_shift,1.2331838565022422,98.3931240657698,94.95515695067265,99.10313901345292,98.4304932735426,class_calibration=broad_shift_confounded; prior_set=not_enriched_vs_random_and_degree_matched; singleton_context=too_few_genes,no_graph_support,True,Amyloid precursor protein; direct Alzheimer-related biological anchor.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
CDC42,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.5979073243647235,0.9342301943198804,99.58893871449924,99.43946188340809,99.2899850523169,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
KIAA2026,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.523168908819133,93.94618834080718,97.53363228699553,99.51420029895364,99.32735426008968,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
EXOC4,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.4857997010463378,8.557548579970105,96.8236173393124,99.47683109118086,99.2526158445441,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ERCC6L2,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.4484304932735426,0.3736920777279521,12.780269058295964,99.36472346786248,99.10313901345292,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ANKHD1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.4110612855007474,98.13153961136024,99.51420029895364,99.73841554559044,99.58893871449924,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
TRPM7,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.3736920777279521,0.5605381165919282,99.62630792227203,99.66367713004485,99.47683109118086,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
SMG1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,0.336322869955157,99.70104633781764,99.85052316890882,99.81315396113602,99.70104633781764,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
TMEM131,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.2989536621823617,0.1121076233183856,99.81315396113602,99.58893871449924,99.55156950672644,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
DLG1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,0.2615844544095665,99.88789237668162,99.55156950672644,99.88789237668162,99.77578475336324,class_calibration=broad_shift_confounded; singleton_context=too_few_genes,no_graph_support,False,Scaffold/signaling gene with a large broad-state model shift.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ZMYM4,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,0.2242152466367713,0.186846038863976,0.1121076233183856,99.2526158445441,99.40209267563527,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
PPP2R5E,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,0.186846038863976,99.85052316890882,0.2615844544095665,99.77578475336324,99.81315396113602,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
POLK,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,0.1494768310911808,99.81315396113602,99.70104633781764,99.85052316890882,99.73841554559044,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
VPS54,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,0.1121076233183856,0.2242152466367713,0.0747384155455904,99.62630792227203,99.36472346786248,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
HDAC8,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,priority_3_caution_control,True,neuron_risk,0.0747384155455904,99.9252615844544,0.0373692077727952,99.9252615844544,99.88789237668162,class_calibration=enriched_vs_degree_matched_null,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
PHKB,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,0.0373692077727952,0.1494768310911808,99.88789237668162,100.0,99.9252615844544,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
GSK3B,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,tau_lowering_neuron_preserving,99.88789237668162,97.75784753363229,99.2526158445441,14.8355754857997,92.48878923766816,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,Kinase with established tau-phosphorylation relevance; remains an isolated model hit here.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
ABL1,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.77578475336324,96.67414050822124,99.10313901345292,14.8355754857997,93.6846038863976,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
VPS50,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.51420029895364,99.2152466367713,97.04783258594918,68.01195814648729,94.69357249626307,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
SERGEF,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.43946188340809,98.72944693572497,98.28101644245142,66.29297458893872,92.152466367713,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
SCYL2,unsupported_or_deprioritized,not_promoted,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,99.40209267563527,95.21674140508222,98.76681614349776,47.60837070254111,90.17189835575483,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed."
