evidence_id,source_version,stage,file_path,evidence_type,candidate_gene_present,module_present,network_present,perturbation_present,drug_mapping_present,external_support_present,claim_risk,notes
E001,v1,,results\reports\discovery_final_candidate_shortlist_v1.md,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E151,v3,STAGE37B,results\tables\stage37b_rev1_conditional_validation_candidates_v1.csv,external_support_or_readiness,True,False,False,False,False,True,high,local synthesis evidence; claims remain hypothesis-generating
E152,v3,STAGE37B,results\tables\stage37b_rev1_external_support_candidates_v1.csv,external_support_or_readiness,True,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E153,v3,STAGE37C,results\tables\stage37c_f_candidate_gene_mapping_matrix_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E154,v3,STAGE37C,results\tables\stage37c_f_candidate_level_external_support_summary_v1.csv,external_support_or_readiness,True,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E155,v3,STAGE37C,results\tables\stage37c_f_dataset_specific_support_scores_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E156,v3,STAGE37C,results\tables\stage37c_f_mechanism_gene_coverage_matrix_v1.csv,other_context,True,True,True,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E157,v3,STAGE37C,results\tables\stage37c_f_mechanism_level_external_support_summary_v1.csv,external_support_or_readiness,True,True,True,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E158,v3,STAGE37C,results\tables\stage37c_gse160936_support_scores_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E159,v3,STAGE37D,results\tables\stage37d_gse125050_support_scores_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E160,v3,STAGE37E,results\tables\stage37e_gse157827_support_scores_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E161,v3,STAGE37F,results\tables\stage37f_gse138852_support_scores_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E162,v3,STAGE38A,results\tables\stage38a_external_dataset_claim_level_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E163,v3,STAGE38B,results\tables\stage38b_abeta_amyloid_support_results_v1.csv,cell_state_or_disease_axis,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E164,v3,STAGE38B,results\tables\stage38b_candidate_gene_external_results_v1.csv,external_support_or_readiness,True,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E165,v3,STAGE38B,results\tables\stage38b_external_support_tiers_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E166,v3,STAGE38B,results\tables\stage38b_mechanism_external_results_v1.csv,external_support_or_readiness,True,True,True,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E167,v3,STAGE38B,results\tables\stage38b_microglia_specificity_results_v1.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E168,v3,STAGE38B,results\tables\stage38b_tau_ptau_support_results_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E169,v3,STAGE38C,results\tables\stage38c_candidate_priority_after_external_support_v1.csv,external_support_or_readiness,True,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E170,v3,STAGE38C,results\tables\stage38c_mechanism_priority_after_external_support_v1.csv,external_support_or_readiness,True,True,True,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E171,v3,STAGE38C,results\tables\stage38c_microglia_priority_summary_v1.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E172,v3,STAGE38C,results\tables\stage38c_tau_abeta_support_priority_v1.csv,cell_state_or_disease_axis,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E173,v3,STAGE39A,results\tables\stage39a_external_file_metadata_inventory_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E174,v3,STAGE39A,results\tables\stage39a_metadata_column_candidates_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E175,v3,STAGE39A,results\tables\stage39a_microglia_astrocyte_label_audit_v1.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E176,v3,STAGE39B,results\tables\stage39b_lph_candidate_interpretation_audit_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E177,v3,STAGE39D,results\tables\stage39d_block_ablation_results_v1.csv,in_silico_perturbation_or_counterfactual,False,False,False,True,False,False,high,local synthesis evidence; claims remain hypothesis-generating
E178,v3,STAGE39F,results\tables\stage39f_candidate_model_registry_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E179,v3,STAGE39H,results\tables\stage39h_feature_block_ablation_registry_v1.csv,in_silico_perturbation_or_counterfactual,False,False,False,True,False,False,high,local synthesis evidence; claims remain hypothesis-generating
E180,v3,STAGE40B,results\tables\stage40b_best_candidate_summary_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E181,v3,STAGE40B,results\tables\stage40b_external_metadata_repair_plan_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E182,v3,STAGE41C,results\tables\stage41c_candidate_registry_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E183,v3,STAGE41D,results\tables\stage41de_candidate_registry_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E184,v3,STAGE42,results\tables\stage42_candidate_feature_registry_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E185,v3,STAGE42,results\tables\stage42_external_cell_state_support_v1.csv,cell_state_or_disease_axis,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E186,v3,STAGE42,results\tables\stage42_external_dataset_inventory_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E187,v3,STAGE42,results\tables\stage42_external_gene_module_support_v1.csv,external_support_or_readiness,True,True,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E188,v3,STAGE42,results\tables\stage42_external_metadata_support_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E189,v3,STAGE42,results\tables\stage42_external_support_readiness_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E190,v3,STAGE42,results\tables\stage42_frozen_mechanism_registry_v1.csv,other_context,True,True,True,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E191,v3,STAGE43,results\tables\stage43_benchmark_progression_table_v1.csv,other_context,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E192,v3,STAGE43,results\tables\stage43_external_support_readiness_table_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E193,v3,STAGE43,results\tables\stage43_frozen_mechanism_table_v1.csv,other_context,True,True,True,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E194,v3,STAGE44,results\tables\stage44_figure6_mechanism_map_data_v1.csv,other_context,True,True,True,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E195,v3,STAGE44,results\tables\stage44_figure7_external_readiness_heatmap_data_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E196,v3,STAGE44,results\tables\stage44_pass_fail_v1.csv,other_context,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E197,v3,STAGE44,results\tables\stage44_publication_table_5_mechanism_candidates_v1.csv,candidate_or_mechanism,True,True,True,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E198,v3,STAGE44,results\tables\stage44_publication_table_6_external_readiness_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E199,v3,STAGE47,results\tables\stage47_candidate_evidence_tiers_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E200,v3,STAGE47,results\tables\stage47_candidate_gene_consensus_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E201,v3,STAGE47,results\tables\stage47_candidate_module_consensus_v1.csv,candidate_or_mechanism,True,True,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E202,v3,STAGE47,results\tables\stage47_candidate_network_consensus_v1.csv,candidate_or_mechanism,True,False,True,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E203,v3,STAGE47,results\tables\stage47_candidate_validation_priority_v1.csv,external_support_or_readiness,True,False,False,False,False,True,high,local synthesis evidence; claims remain hypothesis-generating
E204,v3,STAGE47,results\tables\stage47_drug_repurposing_hypothesis_table_v1.csv,druggability_or_drug_mapping,True,False,False,False,True,False,high,local synthesis evidence; claims remain hypothesis-generating
E205,v3,STAGE47,results\tables\stage47_druggability_source_inventory_v1.csv,druggability_or_drug_mapping,False,False,False,False,True,False,high,local synthesis evidence; claims remain hypothesis-generating
E206,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,druggability_or_drug_mapping,True,False,False,False,True,False,high,local synthesis evidence; claims remain hypothesis-generating
E207,v3,STAGE47,results\tables\stage47_external_support_evidence_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E208,v3,STAGE47,results\tables\stage47_in_silico_perturbation_consensus_v1.csv,in_silico_perturbation_or_counterfactual,False,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E209,v3,STAGE47,results\tables\stage47_in_silico_perturbation_inventory_v1.csv,in_silico_perturbation_or_counterfactual,False,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E210,v3,STAGE47,results\tables\stage47_network_drug_mechanism_table_v1.csv,druggability_or_drug_mapping,True,True,True,False,True,False,high,local synthesis evidence; claims remain hypothesis-generating
E211,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E212,unknown,,results\tables\stage_a_frozen_cellxgene_normal_microglia_coordinates.csv,cell_state_or_disease_axis,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E213,unknown,,results\tables\stage_b_rehearsal_cellxgene_normal_microglia_coordinates.csv,cell_state_or_disease_axis,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E214,unknown,,results\tables\stage_b_rehearsal_cellxgene_normal_microglia_drift.csv,cell_state_or_disease_axis,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E215,unknown,,results\tables\stage_c_elastic_cov001_epoch_005_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E216,unknown,,results\tables\stage_c_elastic_cov001_epoch_005_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E217,unknown,,results\tables\stage_c_elastic_cov001_epoch_010_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E218,unknown,,results\tables\stage_c_elastic_cov001_epoch_010_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E219,unknown,,results\tables\stage_c_elastic_w005_epoch_005_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E220,unknown,,results\tables\stage_c_elastic_w005_epoch_005_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E221,unknown,,results\tables\stage_c_elastic_w005_epoch_010_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E222,unknown,,results\tables\stage_c_elastic_w005_epoch_010_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E223,unknown,,results\tables\stage_c_epoch_005_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E224,unknown,,results\tables\stage_c_epoch_005_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E225,unknown,,results\tables\stage_c_epoch_010_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E226,unknown,,results\tables\stage_c_epoch_010_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E227,unknown,,results\tables\stage_c_epoch_015_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E228,unknown,,results\tables\stage_c_epoch_015_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E229,unknown,,results\tables\stage_c_rehearsal_cellxgene_normal_microglia_coordinates.csv,cell_state_or_disease_axis,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E230,unknown,,results\tables\stage_c_rehearsal_cellxgene_normal_microglia_drift.csv,cell_state_or_disease_axis,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E231,unknown,,results\tables\stage_c_rehearsal_sea_ad_microglia_pvm_all_coordinates.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E232,unknown,,results\tables\stage_c_rehearsal_sea_ad_microglia_pvm_donor_embeddings.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E233,v1,,results\tables\strict_shuffled_graph_ablation_predictive_representation_comparison_v1.csv,in_silico_perturbation_or_counterfactual,False,False,True,True,False,False,high,local synthesis evidence; claims remain hypothesis-generating
E234,v1,,results\tables\strict_shuffled_graph_ablation_preflight_v1.csv,in_silico_perturbation_or_counterfactual,False,False,True,True,False,False,high,local synthesis evidence; claims remain hypothesis-generating
E235,v1,,results\tables\strict_shuffled_graph_ablation_training_run_manifest_v1.csv,in_silico_perturbation_or_counterfactual,False,False,True,True,False,False,high,local synthesis evidence; claims remain hypothesis-generating
E236,v1,,results\tables\v1_hypothesis_candidate_genes.csv,candidate_or_mechanism,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E237,v1,,results\tables\v1_hypothesis_candidate_modules.csv,candidate_or_mechanism,True,True,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E238,v2,,results\tables\v2_1_gse174367_cell_trajectory_scores.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E239,v2,,results\tables\v2_1_gse174367_donor_trajectory_scores.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E240,v2,,results\tables\v2_1_gse174367_sea_ad_trajectory_vectors.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E241,v2,,results\tables\v2_1_gse174367_trajectory_correlations.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E242,v2,,results\tables\v2_1_multitarget_gene_counterfactual_long.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E243,v2,,results\tables\v2_1_multitarget_gene_counterfactual_summary.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E244,v2,,results\tables\v2_1_multitarget_module_counterfactual_long.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E245,v2,,results\tables\v2_1_multitarget_module_counterfactual_summary.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E246,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_6e10.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E247,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_6e10_by_donor.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E248,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_at8.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E249,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_at8_by_donor.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E250,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_gfap.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E251,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_gfap_by_donor.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E252,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_iba1.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E253,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_iba1_by_donor.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E254,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E255,v2,,results\tables\v2_1_upgrade_fine_08_gene_counterfactual_neun_by_donor.csv,in_silico_perturbation_or_counterfactual,True,False,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E256,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E257,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10_by_donor.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E258,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_at8.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E259,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_at8_by_donor.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E260,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E261,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap_by_donor.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E262,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E263,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1_by_donor.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E264,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E265,v2,,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun_by_donor.csv,in_silico_perturbation_or_counterfactual,False,True,False,True,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E266,v2,,results\tables\v2_2_abeta_responsive_microglia_axis_coefficients_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E267,v2,,results\tables\v2_2_abeta_responsive_microglia_cell_scores_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E268,v2,,results\tables\v2_2_abeta_responsive_microglia_dge_all_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E269,v2,,results\tables\v2_2_abeta_responsive_microglia_dge_upregulated_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E270,v2,,results\tables\v2_2_abeta_responsive_microglia_donor_validation_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,True,high,local synthesis evidence; claims remain hypothesis-generating
E271,v2,,results\tables\v2_2_abeta_responsive_microglia_smoke_axis_coefficients_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E272,v2,,results\tables\v2_2_abeta_responsive_microglia_smoke_cell_scores_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E273,v2,,results\tables\v2_2_abeta_responsive_microglia_smoke_dge_all_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E274,v2,,results\tables\v2_2_abeta_responsive_microglia_smoke_dge_upregulated_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E275,v2,,results\tables\v2_2_abeta_responsive_microglia_smoke_donor_validation_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,True,high,local synthesis evidence; claims remain hypothesis-generating
E276,v2,,results\tables\v2_2_abeta_responsive_microglia_smoke_validation_metrics_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,True,high,local synthesis evidence; claims remain hypothesis-generating
E277,v2,,results\tables\v2_2_abeta_responsive_microglia_validation_metrics_summary.csv,cell_state_or_disease_axis,False,False,False,False,False,True,high,local synthesis evidence; claims remain hypothesis-generating
E278,v2,,results\tables\v2_2_druggability_summary.csv,druggability_or_drug_mapping,False,False,False,False,True,False,high,local synthesis evidence; claims remain hypothesis-generating
E279,v1,,results\tables\v2_final_ablation_benchmark_summary_v1.csv,in_silico_perturbation_or_counterfactual,False,False,False,True,False,False,high,local synthesis evidence; claims remain hypothesis-generating
E280,v1,,results\tables\v3_cellxgene_relevant_dataset_candidates_v1.csv,cell_state_or_disease_axis,True,False,False,False,False,False,moderate,local synthesis evidence; claims remain hypothesis-generating
E281,v1,,results\tables\v3_external_dataset_inventory_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E282,v1,,results\tables\v3_external_dataset_role_assignment_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E283,v1,,results\tables\v3_public_external_dataset_integration_map_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
E284,v1,,results\tables\v3_public_external_dataset_schema_inventory_v1.csv,external_support_or_readiness,False,False,False,False,False,True,moderate,local synthesis evidence; claims remain hypothesis-generating
