dataset_id,collection_id,collection_name,dataset_title,organism,dataset_total_cell_count,matched_cell_count,n_donors_or_samples,n_microglia_or_cns_macrophage_cells,tissue_terms,disease_terms,cell_type_terms,has_ad_or_dementia,has_control_or_normal,has_brain_or_cns,has_microglia_or_cns_macrophage,has_donor_metadata,dataset_h5ad_path,relevance_score,recommended_role,download_recommendation,notes
bac09168-940b-4b11-8d55-b4955f80b98d,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Head of hippocampus (HiH) - Uncal CA2-CA3,Homo sapiens,12461,12461,1,423,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,bac09168-940b-4b11-8d55-b4955f80b98d.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
c4dd26a8-d956-4bee-a233-44b573f2ce27,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Body of hippocampus (HiB) - Rostral CA1-2,Homo sapiens,11265,11265,1,132,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,c4dd26a8-d956-4bee-a233-44b573f2ce27.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
07dd8c34-4625-480a-8ee4-273a06c3082b,22ccff12-9a18-4b01-ba10-302df57a01f8,Single-nucleus transcriptome analysis reveals cell-type-specific molecular signatures across reward circuitry in the human brain,DLPFC region,Homo sapiens,11202,11202,3,388,brain,normal,astrocyte; macrophage; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,True,True,07dd8c34-4625-480a-8ee4-273a06c3082b.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Amygdaloid complex (AMY) - Corticomedial nuclear group (CMN) - anterior cortical nucleus - CoA,Homo sapiens,10778,10778,1,156,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
95d3b0fb-b8a7-4bec-a2e8-cded3222ff07,22ccff12-9a18-4b01-ba10-302df57a01f8,Single-nucleus transcriptome analysis reveals cell-type-specific molecular signatures across reward circuitry in the human brain,HPC region,Homo sapiens,10268,10268,3,1161,brain,normal,astrocyte; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,True,True,95d3b0fb-b8a7-4bec-a2e8-cded3222ff07.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
00476f9f-ebc1-4b72-b541-32f912ce36ea,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma),Homo sapiens,10099,10099,1,97,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,00476f9f-ebc1-4b72-b541-32f912ce36ea.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
ed11cc3e-2947-407c-883c-c53b043917c3,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Thalamus (THM) - Lateral nuclear complex (LNC) - ventral anterior nucleus of thalamus - VA,Homo sapiens,8573,8573,1,190,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,ed11cc3e-2947-407c-883c-c53b043917c3.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
d5452b83-7c3d-4d7c-ab7a-c7fece7196c5,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Body of hippocampus (HiB) - Rostral CA3,Homo sapiens,8077,8077,1,284,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,d5452b83-7c3d-4d7c-ab7a-c7fece7196c5.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
3e55180c-780a-4424-9434-5296640ffc0d,644927a3-456b-4e64-b7cd-76547bfc694d,"Single cell RNA-seq of slice explant cultures of human embryo telencephalon, cultured using the Organotypic Timelapse recording with Transcriptomic Readout (OTTR) protocol for 4-29 days",CortexCulturesTwoWeeksInVitro,Homo sapiens,7774,7774,2,103,brain,normal,microglial cell; oligodendrocyte precursor cell,False,True,True,True,True,3e55180c-780a-4424-9434-5296640ffc0d.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
24584be9-d3d5-49c3-a042-99c18fe324db,cae8bad0-39e9-4771-85a7-822b0e06de9f,Protracted Neuronal Recruitment in the Temporal Lobe of Young Children,EC Stream Region at 14 days of age,Homo sapiens,7618,7618,1,1054,brain; entorhinal cortex,normal,astrocyte; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,True,True,24584be9-d3d5-49c3-a042-99c18fe324db.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - ventral posterior lateral nucleus - VPL,Homo sapiens,6877,6877,1,400,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
215ede73-4f67-4a72-b77e-9c3b077b6dfc,0d35c0fd-ef0b-4b70-bce6-645a4660e5fa,Molecular Signatures of Resilience to Alzheimer’s Disease in Neocortical Layer 4 Neurons,Excitatory,Homo sapiens,282930,282930,46,0,brain,Alzheimer disease; normal,,True,True,True,False,True,215ede73-4f67-4a72-b77e-9c3b077b6dfc.h5ad,20,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
0ecea697-0f69-4d40-88e1-7f854e17e2b3,0d35c0fd-ef0b-4b70-bce6-645a4660e5fa,Molecular Signatures of Resilience to Alzheimer’s Disease in Neocortical Layer 4 Neurons,Inhibitory,Homo sapiens,79294,79294,46,0,brain,Alzheimer disease; normal,,True,True,True,False,True,0ecea697-0f69-4d40-88e1-7f854e17e2b3.h5ad,20,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
9813a1d4-d107-459e-9b2e-7687be935f69,b953c942-f5d8-434f-9da7-e726ba7c1481,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Inhibitory,Homo sapiens,23197,23197,16,0,brain; prefrontal cortex,Alzheimer disease; normal,,True,True,True,False,True,9813a1d4-d107-459e-9b2e-7687be935f69.h5ad,20,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
82346769-8733-485e-ab49-f14923d2b5bc,7c4552fd-8a6d-4da3-9854-2dfa8baca8bf,Deciphering glial contributions to CSF1R-related disorder via single-nuclear transcriptomic profiling,OPCs,Homo sapiens,3324,3324,8,0,brain; prefrontal cortex,Alzheimer disease; normal,oligodendrocyte precursor cell,True,True,True,False,True,82346769-8733-485e-ab49-f14923d2b5bc.h5ad,20,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
700aed19-c16e-4ba8-9191-07da098a8626,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Microglia,Homo sapiens,91838,91838,4,91838,brain; cerebral cortex,normal,central nervous system macrophage,False,True,True,True,True,700aed19-c16e-4ba8-9191-07da098a8626.h5ad,19,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
100c6145-7b0e-4ba6-81c1-ffebed0d1ac4,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Microglia-PVM - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,42486,42486,83,42486,brain,dementia; normal,microglial cell,True,True,True,True,True,100c6145-7b0e-4ba6-81c1-ffebed0d1ac4.h5ad,19,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
c76098ba-eed3-45b1-98f2-96fcac55ed18,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Microglia-PVM - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,40000,40000,89,40000,brain,dementia; normal,microglial cell,True,True,True,True,True,c76098ba-eed3-45b1-98f2-96fcac55ed18.h5ad,19,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
f8d8b443-bca6-4c3c-9042-669dfb7f8030,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Microglia 10x scRNA-seq,Homo sapiens,33041,33041,18,31811,brain,Parkinson disease; normal,macrophage; microglial cell,False,True,True,True,True,f8d8b443-bca6-4c3c-9042-669dfb7f8030.h5ad,19,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
a1b9c51e-a408-4f7f-bccb-abefe20ae2a5,fcb3d1c1-03d2-41ac-8229-458e072b7a1c,Live Human Microglia Single-cell RNA-seq,Olah et al (2020) Single-cell Human Microglia,Homo sapiens,16245,16245,17,16099,brain; temporal cortex,Alzheimer disease,microglial cell; monocyte,True,False,True,True,True,a1b9c51e-a408-4f7f-bccb-abefe20ae2a5.h5ad,19,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
5e9fbc0b-16ff-4245-bd59-c22d4113c017,a66d41a7-f1de-4b70-b983-7a4b790a0d5d,Chromatin accessibility during human first-trimester neurodevelopment,All_Immune,Homo sapiens,10845,10845,8,9410,brain,normal,microglial cell,False,True,True,True,True,5e9fbc0b-16ff-4245-bd59-c22d4113c017.h5ad,19,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
b89f6f68-c599-4850-a570-5f1992dbb5ad,7d66d871-091f-4602-9f42-85f86d2853e0,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,Immune,Homo sapiens,8461,8461,13,426,brain; central nervous system,normal,microglial cell; monocyte,False,True,True,True,True,b89f6f68-c599-4850-a570-5f1992dbb5ad.h5ad,19,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
470565f2-5afc-456a-b617-18e4496c04fd,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Midbrain (RN) - Red Nucleus - RN,Homo sapiens,4714,4714,1,157,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,470565f2-5afc-456a-b617-18e4496c04fd.h5ad,19,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
9b686bb6-1427-4e13-b451-7ee961115cf9,367d95c0-0eb0-4dae-8276-9407239421ee,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",Evolution of cellular diversity in primary motor cortex of human - non-neurons,Homo sapiens,1705,1705,2,108,brain,normal,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,True,True,9b686bb6-1427-4e13-b451-7ee961115cf9.h5ad,19,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
56c4912d-2bae-4b64-98f2-af8a84389208,999f2a15-3d7e-440b-96ae-2c806799c08c,"Harmonized single-cell landscape, intercellular crosstalk and tumor architecture of glioblastoma",Extended GBmap,Homo sapiens,1135677,1135677,240,200606,brain,,astrocyte; endothelial cell; macrophage; microglial cell; monocyte; neuron; oligodendrocyte; oligodendrocyte precursor cell,False,False,True,True,True,56c4912d-2bae-4b64-98f2-af8a84389208.h5ad,18,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
c888b684-6c51-431f-972a-6c963044cef0,999f2a15-3d7e-440b-96ae-2c806799c08c,"Harmonized single-cell landscape, intercellular crosstalk and tumor architecture of glioblastoma",Core GBmap,Homo sapiens,338564,338564,110,54722,brain,,astrocyte; endothelial cell; macrophage; microglial cell; monocyte; neuron; oligodendrocyte; oligodendrocyte precursor cell,False,False,True,True,True,c888b684-6c51-431f-972a-6c963044cef0.h5ad,18,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
21722308-5091-4b63-9c07-4f116ab9a7b3,113a558a-e96e-4643-81db-140e95c58578,Single-cell RNA sequencing of glioblastoma cases with tissue sampled from tumor core to macroscopically normal cortex,SL040,Homo sapiens,135482,135482,1,31303,brain,,astrocyte; endothelial cell; macrophage; microglial cell; monocyte; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,False,True,True,True,21722308-5091-4b63-9c07-4f116ab9a7b3.h5ad,18,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
94c41723-b2c4-4b59-a49a-64c9b851903e,f17b9205-f61f-4a0f-a65a-73ba91c50ade,Resolving cellular and molecular diversity along the hippocampal anterior-to-posterior axis in humans,snRNA-seq of human anterior and posterior hippocampus,Homo sapiens,129905,129905,5,17562,brain,,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,False,True,True,True,94c41723-b2c4-4b59-a49a-64c9b851903e.h5ad,18,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
145dcf6a-2461-4fa3-a0af-7fc56db0bd33,113a558a-e96e-4643-81db-140e95c58578,Single-cell RNA sequencing of glioblastoma cases with tissue sampled from tumor core to macroscopically normal cortex,SL057,Homo sapiens,123236,123236,1,17769,brain,,astrocyte; endothelial cell; macrophage; microglial cell; monocyte; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,False,True,True,True,145dcf6a-2461-4fa3-a0af-7fc56db0bd33.h5ad,18,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
01b84709-139c-4485-98a9-6e14c58fbbf6,9e4e8f1d-d905-4d4f-b343-84889d0f9ffe,Multimodal single-cell profiling reveals neuronal vulnerability and pathological cell states in focal cortical dysplasia,snRNA-seq data from eight focal cortical dysplasia donors,Homo sapiens,61525,61525,8,4674,brain,,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,False,True,True,True,01b84709-139c-4485-98a9-6e14c58fbbf6.h5ad,18,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
2f05ab20-a092-4bab-9276-3e0eb24e3fee,59c9ecfe-c47d-4a6a-bab0-895cc0c1942b,Dysregulation of brain and choroid plexus cell types in severe COVID-19,"A total of 38,217 droplet-based single-nucleus transcriptomes profiled across 14 cell types in the frontal cortex",Homo sapiens,38217,38217,16,1949,brain,,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,False,True,True,True,2f05ab20-a092-4bab-9276-3e0eb24e3fee.h5ad,18,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
8e10f1c4-8e98-41e5-b65f-8cd89a887122,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,All neurons,Homo sapiens,2480956,2474918,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
13149914-ea03-4f01-8bf6-b793b667127b,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,All,Homo sapiens,1665937,1509885,26,0,brain; entorhinal cortex; frontal cortex,normal,macrophage; neuron; oligodendrocyte,False,True,True,False,True,13149914-ea03-4f01-8bf6-b793b667127b.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
74014ef8-d2d0-4cbc-8ba2-037f30753ffd,854c0855-23ad-4362-8b77-6b1639e7a9fc,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Hippocampus,Homo sapiens,676845,676845,17,0,brain,normal,endothelial cell; macrophage; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,False,True,74014ef8-d2d0-4cbc-8ba2-037f30753ffd.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
1b52ee22-c71a-4a0f-a4d2-c1be36d0b82a,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,ClassNeuron,Homo sapiens,561754,523969,26,0,brain; entorhinal cortex; frontal cortex,normal,neuron,False,True,True,False,True,1b52ee22-c71a-4a0f-a4d2-c1be36d0b82a.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
40e79234-65e8-45e9-b555-5c663154a108,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Oligodendrocyte,Homo sapiens,490246,478743,4,0,brain; cerebral cortex,normal,oligodendrocyte,False,True,True,False,True,40e79234-65e8-45e9-b555-5c663154a108.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
0325478a-9b52-45b5-b40a-2e2ab0d72eb1,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Upper-layer intratelencephalic,Homo sapiens,455006,455005,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,0325478a-9b52-45b5-b40a-2e2ab0d72eb1.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Splatter,Homo sapiens,291833,286923,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
bfbd9097-65a2-4019-aff3-f875aca51952,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,Midbrain,Homo sapiens,256434,256434,17,0,brain,normal,macrophage; neuron; oligodendrocyte,False,True,True,False,True,bfbd9097-65a2-4019-aff3-f875aca51952.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
675873e1-3f1d-4bd5-9fad-3ce8a5ad98e1,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,Telencephalon,Homo sapiens,377022,228773,10,0,brain; entorhinal cortex; frontal cortex,normal,neuron; oligodendrocyte,False,True,True,False,True,675873e1-3f1d-4bd5-9fad-3ce8a5ad98e1.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
98113e7e-f586-4065-a26a-60aa702f8d1c,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Deep-layer intratelencephalic,Homo sapiens,228467,228467,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,98113e7e-f586-4065-a26a-60aa702f8d1c.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
bdb26abd-f4ba-4ea3-8862-c2340e7a4f55,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: CGE interneuron,Homo sapiens,227671,227669,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,bdb26abd-f4ba-4ea3-8862-c2340e7a4f55.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
cc47b200-9c67-452f-990c-f84d3b33b990,05e3d0fc-c9dd-4f14-9163-2b242b3bb5c2,Single cell atlas of the human optic nerve,snRNA-seq of human optic nerve and optic nerve head - oligodendrocytes,Homo sapiens,278040,224248,62,0,central nervous system,normal,oligodendrocyte,False,True,True,False,True,cc47b200-9c67-452f-990c-f84d3b33b990.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: MGE interneuron,Homo sapiens,222434,222434,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
6c105286-54e3-4587-969f-30683390ff8c,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,Diencephalon,Homo sapiens,186271,186271,10,0,brain,normal,neuron; oligodendrocyte,False,True,True,False,True,6c105286-54e3-4587-969f-30683390ff8c.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
f628a4aa-d935-46cb-872d-454a7d133acf,05e3d0fc-c9dd-4f14-9163-2b242b3bb5c2,Single cell atlas of the human optic nerve,snRNA-seq of human optic nerve and optic nerve head - astrocytes,Homo sapiens,273711,180173,63,0,central nervous system,normal,astrocyte,False,True,True,False,True,f628a4aa-d935-46cb-872d-454a7d133acf.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
5829c7ba-697f-418e-8b98-d605b192dc48,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,Human Oligodendrocytes 10x scRNA-seq,Homo sapiens,178815,178815,18,0,brain,Parkinson disease; normal,oligodendrocyte,False,True,True,False,True,5829c7ba-697f-418e-8b98-d605b192dc48.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
64267fb5-7b70-4705-a13b-cc38966c22a8,2bebc4ae-69a2-4001-9d2f-091ec9b4020c,Neural Organoid Hormonal Atlas (NOHA),A molecular cell atlas of endocrine signalling in human neural organoids,Homo sapiens,163714,163714,2,0,brain,normal,neuron,False,True,True,False,True,64267fb5-7b70-4705-a13b-cc38966c22a8.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
f7d003d4-40d5-4de8-858c-a9a8b48fcc67,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Astrocyte,Homo sapiens,155025,152590,4,0,brain; cerebral cortex,normal,astrocyte,False,True,True,False,True,f7d003d4-40d5-4de8-858c-a9a8b48fcc67.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
c4b03352-af8d-492a-8d6b-40f304e0a122,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Medium spiny neuron,Homo sapiens,152189,152189,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
9940f951-3dc0-4579-bbb2-2392786e59a3,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Oligodendrocyte - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,145995,145995,83,0,brain,dementia; normal,oligodendrocyte,True,True,True,False,True,9940f951-3dc0-4579-bbb2-2392786e59a3.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
e47a4c13-22ba-4c77-99bc-13f7d60af799,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,Cerebellum,Homo sapiens,142362,142362,12,0,brain,normal,macrophage; neuron; oligodendrocyte,False,True,True,False,True,e47a4c13-22ba-4c77-99bc-13f7d60af799.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
04a23820-ffa8-4be5-9f65-64db15631d1e,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Upper rhombic lip,Homo sapiens,137162,136303,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,04a23820-ffa8-4be5-9f65-64db15631d1e.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
b15ec84b-46e9-4678-b511-a0f81f9b545b,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,ClassGlioblastOligo,Homo sapiens,138610,129494,26,0,brain; entorhinal cortex; frontal cortex,normal,oligodendrocyte,False,True,True,False,True,b15ec84b-46e9-4678-b511-a0f81f9b545b.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
2190bd4d-3be0-4bf7-8ca8-8d6f71228936,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Supercluster: Midbrain-derived inhibitory,Homo sapiens,126782,126779,4,0,brain; cerebral cortex,normal,neuron,False,True,True,False,True,2190bd4d-3be0-4bf7-8ca8-8d6f71228936.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
9f984b44-9c72-4aa3-b8c5-65823071c3d6,4d8fed08-2d6d-4692-b5ea-464f1d072077,Comprehensive cell atlas of the first-trimester developing human brain,Medulla,Homo sapiens,123161,123161,12,0,brain,normal,neuron; oligodendrocyte,False,True,True,False,True,9f984b44-9c72-4aa3-b8c5-65823071c3d6.h5ad,17,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
d2fc9880-e6d3-4922-af5c-61f4f517adfa,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Oligodendrocyte - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,111194,111194,89,0,brain,dementia; normal,oligodendrocyte,True,True,True,False,True,d2fc9880-e6d3-4922-af5c-61f4f517adfa.h5ad,17,already_used_plausibility_only,avoid clean-validation use; download only for historical plausibility checks,resembles already-used v1/v2 provenance; plausibility only
