path,stage_or_source,artifact_class,joinability_status,recommended_use,columns_sample
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_02_r00475_cov0005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_02_r00475_cov0005_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_03_r005_cov00035_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_03_r005_cov00035_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_03_r005_cov00035_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_04_r005_cov0004_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_04_r005_cov0004_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_fine_safety_04_r005_cov0004_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_01_projector_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_01_projector_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_01_projector_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_02_projector_pathology_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_02_projector_pathology_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_02_projector_pathology_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_03_projector_pathology_elasticity_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_03_projector_pathology_elasticity_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_03_projector_pathology_elasticity_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_01_r004_cov00025_pc005_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_01_r004_cov00025_pc005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_01_r004_cov00025_pc005_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_02_r004_cov0005_pc005_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_02_r004_cov0005_pc005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_02_r004_cov0005_pc005_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_03_r0045_cov00025_pc005_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_03_r0045_cov00025_pc005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_03_r0045_cov00025_pc005_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_04_r0045_cov0005_pc005_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_04_r0045_cov0005_pc005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_04_r0045_cov0005_pc005_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_05_r005_cov00025_pc005_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_05_r005_cov00025_pc005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_05_r005_cov00025_pc005_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_06_r005_cov0005_pc005_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_06_r005_cov0005_pc005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_06_r005_cov0005_pc005_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_07_r0045_cov0005_pc0025_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_07_r0045_cov0005_pc0025_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_07_r0045_cov0005_pc0025_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_08_pathology_latent_weights.csv,stage_c,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,target;latent_dimension;mean_coefficient;std_coefficient;mean_abs_coefficient;fold_1_coef;fold_2_coef;fold_3_coef;fold_4_coef;fold_5_coef
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/archive/old_stage_c_sweeps/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/archive/smoke_and_benchmark/tables/cell_level_mixing_metrics_smoke.csv,archive,mixing_qc,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,representation;target;n_cells;n_donors;donor_silhouette;donor_knn_accuracy;donor_majority_baseline;pathology_silhouette;permuted_pathology_silhouette_mean;permuted_pathology_silhouette_std;pathology_minus_permuted;pathology_to_abs_donor_ratio
results/archive/smoke_and_benchmark/tables/cell_level_mixing_sample_metadata_smoke.csv,archive,mixing_qc,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;Donor ID;percent AT8 positive area_Grey matter
results/archive/smoke_and_benchmark/tables/v2_1_gse174367_smoke_cell_trajectory_scores.csv,v2_1,trajectory_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,Barcode;SampleID;Diagnosis;Batch;Cell.Type;cluster;Age;Sex;PMI;Tangle.Stage;Plaque.Stage;RIN;condition;external_donor_id;tangle_stage_numeric;plaque_stage_numeric;matrix_barcode;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score
results/archive/smoke_and_benchmark/tables/v2_1_gse174367_smoke_donor_trajectory_scores.csv,v2_1,trajectory_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,external_donor_id;n_cells;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score;condition;Diagnosis;Age;Sex;PMI;RIN;Batch;Tangle.Stage;Plaque.Stage;tangle_stage_numeric;plaque_stage_numeric
results/tables/cell_level_mixing_metrics.csv,unknown,mixing_qc,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,representation;target;n_cells;n_donors;donor_silhouette;donor_knn_accuracy;donor_majority_baseline;pathology_silhouette;permuted_pathology_silhouette_mean;permuted_pathology_silhouette_std;pathology_minus_permuted;pathology_to_abs_donor_ratio
results/tables/cell_level_mixing_sample_metadata.csv,unknown,mixing_qc,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;Donor ID;percent AT8 positive area_Grey matter
results/tables/gse138852_graph_jepa_zero_shot_aligned_module_scores.csv,gse138852,module_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,dataset;embedding_space;external_donor_id;condition;module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration;n_cells_before_filter;n_cells_after_filter;n_external_groups;n_jepa_genes;n_matched_genes;gene_overlap_fraction
results/tables/gse138852_graph_jepa_zero_shot_aligned_trajectory_scores.csv,gse138852,trajectory_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,dataset;embedding_space;external_donor_id;condition;n_cells;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score;n_cells_before_filter;n_cells_after_filter;n_external_groups;n_jepa_genes;n_matched_genes;gene_overlap_fraction;control_centroid_shift_applied;control_centroid_shift_l2;missing_gene_imputation;alignment
results/tables/gse138852_graph_jepa_zero_shot_baseline_module_scores.csv,gse138852,module_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,dataset;embedding_space;external_donor_id;condition;module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration;n_cells_before_filter;n_cells_after_filter;n_external_groups;n_jepa_genes;n_matched_genes;gene_overlap_fraction
results/tables/gse138852_graph_jepa_zero_shot_baseline_trajectory_scores.csv,gse138852,trajectory_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,dataset;embedding_space;external_donor_id;condition;n_cells;trajectory_AT8/pTau_score;trajectory_A beta/6e10_score;trajectory_GFAP_score;trajectory_Iba1_score;trajectory_NeuN_score;n_cells_before_filter;n_cells_after_filter;n_external_groups;n_jepa_genes;n_matched_genes;gene_overlap_fraction;control_centroid_shift_applied;control_centroid_shift_l2;missing_gene_imputation;alignment
results/tables/gse138852_graph_jepa_zero_shot_module_scores.csv,gse138852,module_score,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,dataset;embedding_space;external_donor_id;condition;module_plaque_response;module_complement;module_lipid_metabolism;module_lysosome_phagocytosis;module_interferon_response;module_inflammatory_signaling;module_at8_associated_first_pass;module_homeostatic_microglia;module_disease_associated_microglia;module_senescence_stress;module_oxidative_stress;module_synapse_pruning;module_antigen_presentation;module_vascular_barrier_myeloid;module_chemokine_migration;n_cells_before_filter;n_cells_after_filter;n_external_groups;n_jepa_genes;n_matched_genes;gene_overlap_fraction
results/tables/latent_elasticity_policy_v1.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,latent_id;latent_factor;margin;weight;policy;top_module_annotations
results/tables/latent_jacobian_ema_var_e30_matrix.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,Unnamed: 0;source_z_0;source_z_1;source_z_2;source_z_3;source_z_4;source_z_5;source_z_6;source_z_7;source_z_8;source_z_9;source_z_10;source_z_11;source_z_12;source_z_13;source_z_14;source_z_15;source_z_16;source_z_17;source_z_18;source_z_19;source_z_20;source_z_21;source_z_22;source_z_23
results/tables/latent_jacobian_ema_var_e30_module_annotations.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,latent_dim;module;correlation;abs_correlation
results/tables/latent_jacobian_ema_var_e30_top_edges.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,source_latent_dim;target_latent_dim;mean_jacobian;abs_mean_jacobian;source_annotation;target_annotation
results/tables/latent_jacobian_matrix.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,Unnamed: 0;source_z_0;source_z_1;source_z_2;source_z_3;source_z_4;source_z_5;source_z_6;source_z_7;source_z_8;source_z_9;source_z_10;source_z_11;source_z_12;source_z_13;source_z_14;source_z_15;source_z_16;source_z_17;source_z_18;source_z_19;source_z_20;source_z_21;source_z_22;source_z_23
results/tables/latent_jacobian_top_edges.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,source_latent_dim;target_latent_dim;mean_jacobian;abs_mean_jacobian;source_annotation;target_annotation
results/tables/latent_module_annotations.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,latent_dim;module;correlation;abs_correlation
results/tables/latent_space_evaluation_jepa_vs_pca_summary.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,target;pca_knn_spearman;jepa_knn_spearman;delta_knn_spearman;pca_knn_r2;jepa_knn_r2;delta_knn_r2;pca_silhouette;jepa_silhouette;delta_silhouette
results/tables/latent_space_evaluation_metrics.csv,unknown,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/latent_space_umap_coordinates.csv,unknown,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/microglia_pvm_jepa_all_module_preserved_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_all_module_preserved_e100_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_ema_expanded_balanced_e10_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_ema_expanded_balanced_e20_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_ema_expanded_balanced_e30_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_ema_expanded_balanced_e40_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e10_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e20_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
