resource_id,resource_path,resource_type,parse_status,gene_column,term_column,category_column,evidence_column,target_scope_column,species_column,disease_scope_column,n_rows,n_gene_rows,stable_schema_available,exclusion_reason
resource_192,results\tables\v2_2_abeta_responsive_microglia_cell_scores_summary.csv,unknown_schema,no_parse,,,,,,,,40000,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_193,results\tables\v2_2_abeta_responsive_microglia_dge_all_summary.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,2957,115,True,
resource_194,results\tables\v2_2_abeta_responsive_microglia_dge_upregulated_summary.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,98,2,True,
resource_195,results\tables\v2_2_abeta_responsive_microglia_donor_validation_summary.csv,unknown_schema,no_parse,,,,,,,,84,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_196,results\tables\v2_2_abeta_responsive_microglia_smoke_axis_coefficients_summary.csv,unknown_schema,no_parse,,,,,,,,128,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_197,results\tables\v2_2_abeta_responsive_microglia_smoke_cell_scores_summary.csv,unknown_schema,no_parse,,,,,,,,7821,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_198,results\tables\v2_2_abeta_responsive_microglia_smoke_dge_all_summary.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,2957,115,True,
resource_199,results\tables\v2_2_abeta_responsive_microglia_smoke_dge_upregulated_summary.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,44,2,True,
resource_200,results\tables\v2_2_abeta_responsive_microglia_smoke_donor_validation_summary.csv,unknown_schema,no_parse,,,,,,,,84,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_201,results\tables\v2_2_abeta_responsive_microglia_smoke_validation_metrics_summary.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,1,11,True,
resource_202,results\tables\v2_2_abeta_responsive_microglia_validation_metrics_summary.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,1,11,True,
resource_203,results\tables\v2_2_stage_b_adversarial_checkpoint_ranking.csv,unknown_schema,no_parse,,,,,,,,4,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_204,results\tables\v2_2_stage_b_adversarial_experiment_comparison.csv,unknown_schema,no_parse,,,,,,,,3,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_205,results\tables\v2_2_stage_b_adversarial_full_w05_history.csv,unknown_schema,no_parse,,,,,,,,20,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_206,results\tables\v2_2_stage_b_adversarial_history.csv,unknown_schema,no_parse,,,,,,,,20,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_207,results\tables\v2_2_stage_b_adversarial_stateaware_smoke_history.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_208,results\tables\v2_2_stage_b_adversarial_ttur_w02_history.csv,unknown_schema,no_parse,,,,,,,,20,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_209,results\tables\multitarget_causal\causal_fold_specific_two_pass_guhcl_pTau_Grey_matter.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,29,25,True,
resource_210,results\tables\multitarget_causal\causal_fold_specific_two_pass_guhcl_pTau_Grey_matter_by_donor.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,2436,25,True,
resource_211,results\tables\multitarget_causal\causal_fold_specific_two_pass_guhcl_pTau_Grey_matter_by_donor_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,1260,115,True,
resource_212,results\tables\multitarget_causal\causal_fold_specific_two_pass_guhcl_pTau_Grey_matter_by_fold.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,87,25,True,
resource_213,results\tables\multitarget_causal\causal_fold_specific_two_pass_guhcl_pTau_Grey_matter_by_fold_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,45,115,True,
resource_214,results\tables\multitarget_causal\causal_fold_specific_two_pass_guhcl_pTau_Grey_matter_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,15,115,True,
resource_215,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_GFAP_positive_area_Grey_matter.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,29,25,True,
resource_216,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_GFAP_positive_area_Grey_matter_by_donor.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,2436,25,True,
resource_217,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_GFAP_positive_area_Grey_matter_by_donor_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,1260,115,True,
resource_218,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_GFAP_positive_area_Grey_matter_by_fold.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,87,25,True,
resource_219,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_GFAP_positive_area_Grey_matter_by_fold_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,45,115,True,
resource_220,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_GFAP_positive_area_Grey_matter_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,15,115,True,
resource_221,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_Iba1_positive_area_Grey_matter.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,29,25,True,
resource_222,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_Iba1_positive_area_Grey_matter_by_donor.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,2436,25,True,
resource_223,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_Iba1_positive_area_Grey_matter_by_donor_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,1260,115,True,
resource_224,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_Iba1_positive_area_Grey_matter_by_fold.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,87,25,True,
resource_225,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_Iba1_positive_area_Grey_matter_by_fold_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,45,115,True,
resource_226,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_Iba1_positive_area_Grey_matter_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,15,115,True,
resource_227,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_NeuN_positive_area_Grey_matter.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,32,30,True,
resource_228,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_NeuN_positive_area_Grey_matter_by_donor.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,2688,30,True,
resource_229,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_NeuN_positive_area_Grey_matter_by_donor_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,1260,115,True,
resource_230,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_NeuN_positive_area_Grey_matter_by_fold.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,96,30,True,
resource_231,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_NeuN_positive_area_Grey_matter_by_fold_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,45,115,True,
resource_232,results\tables\multitarget_causal\causal_fold_specific_two_pass_percent_NeuN_positive_area_Grey_matter_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,15,115,True,
resource_233,results\tables\multitarget_causal\causal_fold_specific_two_pass_ripa_pTau_Grey_matter.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,29,28,True,
resource_234,results\tables\multitarget_causal\causal_fold_specific_two_pass_ripa_pTau_Grey_matter_by_donor.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,2436,28,True,
resource_235,results\tables\multitarget_causal\causal_fold_specific_two_pass_ripa_pTau_Grey_matter_by_donor_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,1260,115,True,
resource_236,results\tables\multitarget_causal\causal_fold_specific_two_pass_ripa_pTau_Grey_matter_by_fold.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,87,28,True,
resource_237,results\tables\multitarget_causal\causal_fold_specific_two_pass_ripa_pTau_Grey_matter_by_fold_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,45,115,True,
resource_238,results\tables\multitarget_causal\causal_fold_specific_two_pass_ripa_pTau_Grey_matter_modules.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,genes,module,,,,,,15,115,True,
resource_239,results\tables\multitarget_causal\confounder_adjusted_module_effects_guhcl_abeta42_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_240,results\tables\multitarget_causal\confounder_adjusted_module_effects_guhcl_pTau_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_241,results\tables\multitarget_causal\confounder_adjusted_module_effects_percent_6e10_positive_area_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_242,results\tables\multitarget_causal\confounder_adjusted_module_effects_percent_AT8_positive_area_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_243,results\tables\multitarget_causal\confounder_adjusted_module_effects_percent_GFAP_positive_area_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_244,results\tables\multitarget_causal\confounder_adjusted_module_effects_percent_Iba1_positive_area_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_245,results\tables\multitarget_causal\confounder_adjusted_module_effects_percent_NeuN_positive_area_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_246,results\tables\multitarget_causal\confounder_adjusted_module_effects_ripa_abeta42_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_247,results\tables\multitarget_causal\confounder_adjusted_module_effects_ripa_pTau_Grey_matter.csv,gene_list,parsed_table_no_query_gene_overlap,target,,,,,,,15,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_248,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0001_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_249,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0002_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_250,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0003_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_251,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0004_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_252,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0005_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_253,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0006_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_254,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0007_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_255,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0008_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_256,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0009_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_257,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0010_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_258,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0011_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_259,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0012_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_260,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0013_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_261,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0014_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_262,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0015_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_263,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0016_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_264,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0017_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_265,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0018_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_266,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0019_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_267,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0020_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_268,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0021_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_269,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0022_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_270,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0023_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_271,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0024_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_272,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0025_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_273,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0026_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_274,results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_275,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_smoke_v1\feature_wide_chunk_0001_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_276,results\tables\_feature_wide_counterfactual_chunks\discovery_targeted_manifold_audit_v1\feature_wide_chunk_0001_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_277,results\tables\_feature_wide_counterfactual_chunks\discovery_tier1_pending_manifold_audit_v1_summary\feature_wide_chunk_0001_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_278,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0001_donor.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,module,,,,,,445,1,True,
resource_279,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0001_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_280,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0001_normalized.csv,gene_list,parsed_table_exact_gene_column,gene,,,,,,,5,1,True,
resource_281,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0001_summary.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,5,1,True,
resource_282,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0002_donor.csv,unknown_schema,no_parse,,module,,,,,,445,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_283,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0002_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_284,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0002_normalized.csv,gene_list,parsed_table_no_query_gene_overlap,gene,,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_285,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0002_summary.csv,gene_term_table,parsed_table_no_query_gene_overlap,genes,module,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_286,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0003_donor.csv,unknown_schema,no_parse,,module,,,,,,445,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_287,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0003_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_288,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0003_normalized.csv,gene_list,parsed_table_no_query_gene_overlap,gene,,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_289,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix\feature_wide_chunk_0003_summary.csv,gene_term_table,parsed_table_no_query_gene_overlap,genes,module,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_290,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0001_donor.csv,gene_list,parsed_markdown_or_text_exact_gene_mentions,,module,,,,,,445,1,True,
resource_291,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0001_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_292,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0001_normalized.csv,gene_list,parsed_table_exact_gene_column,gene,,,,,,,5,1,True,
resource_293,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0001_summary.csv,gene_term_table,parsed_table_exact_gene_column,genes,module,,,,,,5,1,True,
resource_294,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0002_donor.csv,unknown_schema,no_parse,,module,,,,,,445,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_295,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0002_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_296,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0002_normalized.csv,gene_list,parsed_table_no_query_gene_overlap,gene,,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_297,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0002_summary.csv,gene_term_table,parsed_table_no_query_gene_overlap,genes,module,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_298,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0003_donor.csv,unknown_schema,no_parse,,module,,,,,,445,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_299,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0003_metadata.csv,unknown_schema,no_parse,,,,,,,,1,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_300,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0003_normalized.csv,gene_list,parsed_table_no_query_gene_overlap,gene,,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_301,results\tables\_feature_wide_counterfactual_chunks\test_graph_connected_feature_wide_threadfix_skip_nn\feature_wide_chunk_0003_summary.csv,gene_term_table,parsed_table_no_query_gene_overlap,genes,module,,,,,,5,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_302,results\reports\all_jepa_umap_variance_rankings.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_303,results\reports\discovery_ablation_artifact_readiness_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_304,results\reports\discovery_ablation_training_decision_packet_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_305,results\reports\discovery_ablation_training_protocol_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_306,results\reports\discovery_atlas_final_state_audit.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_307,results\reports\discovery_atlas_input_availability.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_308,results\reports\discovery_atlas_lightweight_checks.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_309,results\reports\discovery_baseline_comparison_gate.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_310,results\reports\discovery_feature_wide_counterfactual_feasibility.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_311,results\reports\discovery_final_candidate_shortlist_v1.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,17,True,
resource_312,results\reports\discovery_final_candidate_shortlist_v2.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,17,True,
resource_313,results\reports\discovery_final_candidate_shortlist_v3.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,17,True,
resource_314,results\reports\discovery_graph_connected_feature_wide_pathology_axis_fingerprints.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_315,results\reports\discovery_graph_connected_feature_wide_postrun_qc.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_316,results\reports\discovery_graph_neighborhood_coherence.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,10,True,
resource_317,results\reports\discovery_internal_evidence_scorecard_v1.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,17,True,
resource_318,results\reports\discovery_internal_evidence_scorecard_v1_annotated.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_319,results\reports\discovery_internal_robustness_stability_v1.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,3,True,
resource_320,results\reports\discovery_level2_gliosis_failure_diagnostics_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_321,results\reports\discovery_negative_controls.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,22,True,
resource_322,results\reports\discovery_pathology_axis_fingerprints.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,9,True,
resource_323,results\reports\discovery_pilot_feature_wide_counterfactual_validation.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_324,results\reports\discovery_scorecard_v2_graph_connected_feature_wide.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,4,True,
resource_325,results\reports\discovery_scorecard_v2_graph_neighborhood_coherence.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,1,True,
resource_326,results\reports\discovery_scorecard_v2_negative_controls.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,1,True,
