source_path,file_name,feature_class_guess,matched_keywords,size_bytes,extension,likely_donor_linked,internal_or_external_guess,stage41_candidate_status
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_donor.csv,feature_wide_chunk_0027_donor.csv,pathology_named_candidate,pathology,1411906,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_metadata.csv,feature_wide_chunk_0027_metadata.csv,pathology_named_candidate,pathology,855,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_normalized.csv,feature_wide_chunk_0027_normalized.csv,pathology_named_candidate,pathology,15799,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\_feature_wide_counterfactual_chunks\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals\feature_wide_chunk_0027_summary.csv,feature_wide_chunk_0027_summary.csv,pathology_named_candidate,pathology,24085,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\contiguous_10k_ridge_pathology_500genes.csv,contiguous_10k_ridge_pathology_500genes.csv,pathology_named_candidate,pathology,1695,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_graph_connected_feature_wide_pathology_axis_counterfactuals.csv,discovery_graph_connected_feature_wide_pathology_axis_counterfactuals.csv,pathology_named_candidate,pathology,547153,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_graph_connected_feature_wide_pathology_axis_fingerprints.csv,discovery_graph_connected_feature_wide_pathology_axis_fingerprints.csv,pathology_named_candidate,pathology,1246341,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_pathology_axis_gene_fingerprints.csv,discovery_pathology_axis_gene_fingerprints.csv,pathology_named_candidate,pathology,17528,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_pathology_axis_label_changes.csv,discovery_pathology_axis_label_changes.csv,pathology_named_candidate,pathology,3782,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_pathology_axis_module_fingerprints.csv,discovery_pathology_axis_module_fingerprints.csv,pathology_named_candidate,pathology,7926,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_pilot_feature_wide_pathology_axis_counterfactuals.csv,discovery_pilot_feature_wide_pathology_axis_counterfactuals.csv,pathology_named_candidate,pathology,60792,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\gse138852_graph_jepa_zero_shot_aligned_predicted_pathology.csv,gse138852_graph_jepa_zero_shot_aligned_predicted_pathology.csv,pathology_named_candidate,pathology,2133,.csv,False,external_or_public,candidate_for_manual_review
results\tables\gse138852_graph_jepa_zero_shot_baseline_predicted_pathology.csv,gse138852_graph_jepa_zero_shot_baseline_predicted_pathology.csv,pathology_named_candidate,pathology,1811,.csv,False,external_or_public,candidate_for_manual_review
results\tables\gse138852_graph_jepa_zero_shot_predicted_pathology.csv,gse138852_graph_jepa_zero_shot_predicted_pathology.csv,pathology_named_candidate,pathology,1620,.csv,False,external_or_public,candidate_for_manual_review
results\tables\pathology_head_gene_counterfactual_donor.csv,pathology_head_gene_counterfactual_donor.csv,pathology_named_candidate,pathology,279996,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\pathology_head_gene_counterfactual_summary.csv,pathology_head_gene_counterfactual_summary.csv,pathology_named_candidate,pathology,6165,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\pathology_head_module_counterfactual_donor.csv,pathology_head_module_counterfactual_donor.csv,pathology_named_candidate,pathology,306974,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\pathology_head_module_counterfactual_summary.csv,pathology_head_module_counterfactual_summary.csv,pathology_named_candidate,pathology,7393,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\pathology_head_stage_b_frozen_donor_embeddings.csv,pathology_head_stage_b_frozen_donor_embeddings.csv,pathology_named_candidate,embedding;pathology,125173,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\pathology_head_stage_b_lp_metrics.csv,pathology_head_stage_b_lp_metrics.csv,pathology_named_candidate,pathology,1019,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\pathology_head_stage_b_lp_oof_predictions.csv,pathology_head_stage_b_lp_oof_predictions.csv,pathology_named_candidate,pathology,80346,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\pathology_latent_weights.csv,pathology_latent_weights.csv,pathology_named_candidate,pathology,37723,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\sea_ad_low_pathology_anchor_audit_donors.csv,sea_ad_low_pathology_anchor_audit_donors.csv,pathology_named_candidate,pathology,30175,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\sea_ad_low_pathology_anchor_audit_summary.csv,sea_ad_low_pathology_anchor_audit_summary.csv,pathology_named_candidate,pathology,2290,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\sea_ad_low_pathology_microglia_pvm_relaxed_subset_summary.csv,sea_ad_low_pathology_microglia_pvm_relaxed_subset_summary.csv,pathology_named_candidate,pathology,178,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\sea_ad_low_pathology_microglia_pvm_strict_subset_summary.csv,sea_ad_low_pathology_microglia_pvm_strict_subset_summary.csv,pathology_named_candidate,pathology,82,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage38a_pathology_metadata_summary_v1.csv,stage38a_pathology_metadata_summary_v1.csv,pathology_named_candidate,pathology,758,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage39a_pathology_label_harmonization_v1.csv,stage39a_pathology_label_harmonization_v1.csv,pathology_named_candidate,pathology,672,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_a_frozen_sea_ad_low_pathology_relaxed_coordinates.csv,stage_a_frozen_sea_ad_low_pathology_relaxed_coordinates.csv,pathology_named_candidate,pathology,6516499,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_a_frozen_sea_ad_low_pathology_strict_coordinates.csv,stage_a_frozen_sea_ad_low_pathology_strict_coordinates.csv,pathology_named_candidate,pathology,2739641,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_b_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,stage_b_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,pathology_named_candidate,pathology,6579660,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_b_rehearsal_sea_ad_low_pathology_relaxed_drift.csv,stage_b_rehearsal_sea_ad_low_pathology_relaxed_drift.csv,pathology_named_candidate,pathology,436961,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_elastic_cov001_epoch_005_donor_embedding_ridge_pathology.csv,stage_c_elastic_cov001_epoch_005_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1708,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_elastic_cov001_epoch_010_donor_embedding_ridge_pathology.csv,stage_c_elastic_cov001_epoch_010_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1708,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_elastic_w005_epoch_005_donor_embedding_ridge_pathology.csv,stage_c_elastic_w005_epoch_005_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1710,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_elastic_w005_epoch_010_donor_embedding_ridge_pathology.csv,stage_c_elastic_w005_epoch_010_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1702,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_epoch_005_donor_embedding_ridge_pathology.csv,stage_c_epoch_005_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1705,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_epoch_010_donor_embedding_ridge_pathology.csv,stage_c_epoch_010_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1712,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_epoch_015_donor_embedding_ridge_pathology.csv,stage_c_epoch_015_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1707,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_rehearsal_donor_embedding_ridge_pathology.csv,stage_c_rehearsal_donor_embedding_ridge_pathology.csv,pathology_named_candidate,embedding;pathology,1712,.csv,True,internal_or_project,candidate_for_manual_review
results\tables\stage_c_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,stage_c_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,pathology_named_candidate,pathology,6571012,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_rehearsal_sea_ad_low_pathology_relaxed_drift.csv,stage_c_rehearsal_sea_ad_low_pathology_relaxed_drift.csv,pathology_named_candidate,pathology,442105,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_01_base_elastic_epoch_005_ridge_pathology.csv,stage_c_sweep_01_base_elastic_epoch_005_ridge_pathology.csv,pathology_named_candidate,pathology,1705,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_01_base_elastic_epoch_010_ridge_pathology.csv,stage_c_sweep_01_base_elastic_epoch_010_ridge_pathology.csv,pathology_named_candidate,pathology,1697,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_02_goldilocks_epoch_005_ridge_pathology.csv,stage_c_sweep_02_goldilocks_epoch_005_ridge_pathology.csv,pathology_named_candidate,pathology,1708,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_02_goldilocks_epoch_010_ridge_pathology.csv,stage_c_sweep_02_goldilocks_epoch_010_ridge_pathology.csv,pathology_named_candidate,pathology,1711,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_03_mod_cov_epoch_005_ridge_pathology.csv,stage_c_sweep_03_mod_cov_epoch_005_ridge_pathology.csv,pathology_named_candidate,pathology,1704,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_03_mod_cov_epoch_010_ridge_pathology.csv,stage_c_sweep_03_mod_cov_epoch_010_ridge_pathology.csv,pathology_named_candidate,pathology,1710,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_04_loose_anchor_epoch_005_ridge_pathology.csv,stage_c_sweep_04_loose_anchor_epoch_005_ridge_pathology.csv,pathology_named_candidate,pathology,1716,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_04_loose_anchor_epoch_010_ridge_pathology.csv,stage_c_sweep_04_loose_anchor_epoch_010_ridge_pathology.csv,pathology_named_candidate,pathology,1712,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_05_tight_anchor_epoch_005_ridge_pathology.csv,stage_c_sweep_05_tight_anchor_epoch_005_ridge_pathology.csv,pathology_named_candidate,pathology,1703,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_sweep_05_tight_anchor_epoch_010_ridge_pathology.csv,stage_c_sweep_05_tight_anchor_epoch_010_ridge_pathology.csv,pathology_named_candidate,pathology,1702,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\stage_c_upgrade_fine_08_pathology_latent_weights.csv,stage_c_upgrade_fine_08_pathology_latent_weights.csv,pathology_named_candidate,pathology,56317,.csv,False,internal_or_project,candidate_for_manual_review
results\reports\discovery_graph_neighborhood_coherence.md,discovery_graph_neighborhood_coherence.md,spatial_or_neighborhood_candidate,neighborhood,3861,.md,False,internal_or_project,candidate_for_manual_review
results\reports\discovery_scorecard_v2_graph_neighborhood_coherence.md,discovery_scorecard_v2_graph_neighborhood_coherence.md,spatial_or_neighborhood_candidate,neighborhood,9852,.md,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_graph_neighborhood_coherence.csv,discovery_graph_neighborhood_coherence.csv,spatial_or_neighborhood_candidate,neighborhood,6524,.csv,False,internal_or_project,candidate_for_manual_review
results\tables\discovery_scorecard_v2_graph_neighborhood_coherence.csv,discovery_scorecard_v2_graph_neighborhood_coherence.csv,spatial_or_neighborhood_candidate,neighborhood,1339805,.csv,False,internal_or_project,candidate_for_manual_review
