target,target_key,gene,module,hypothesis_type,candidate_or_module,validation_category,proposed_next_step,required_data_or_assay,expected_output_if_run_later,stage36d_status,key_limitation,allowed_claim_if_completed_later,disallowed_claim_language_now
AT8,AT8,IL27RA,module_at8_associated_first_pass,gene_level,IL27RA,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis IL27RA; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,IL27RA,module_at8_associated_first_pass,gene_level,IL27RA,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis IL27RA; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,NFKBIA,module_at8_associated_first_pass,gene_level,NFKBIA,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis NFKBIA; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,NFKBIA,module_at8_associated_first_pass,gene_level,NFKBIA,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis NFKBIA; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,NFKBIA,module_at8_associated_first_pass,gene_level,NFKBIA,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis NFKBIA; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,NFKBIA,module_at8_associated_first_pass,gene_level,NFKBIA,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis NFKBIA; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,NFKBIA,module_at8_associated_first_pass,gene_level,NFKBIA,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis NFKBIA; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,NFKBIA,module_at8_associated_first_pass,gene_level,NFKBIA,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis NFKBIA; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,CTSD,module_at8_associated_first_pass,gene_level,CTSD,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,CTSD,module_at8_associated_first_pass,gene_level,CTSD,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,CTSD,module_at8_associated_first_pass,gene_level,CTSD,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,CTSD,module_at8_associated_first_pass,gene_level,CTSD,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,CTSD,module_at8_associated_first_pass,gene_level,CTSD,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
AT8,AT8,CTSD,module_at8_associated_first_pass,gene_level,CTSD,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,TREM2,module_pca_component_1,gene_level,TREM2,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis TREM2; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,TREM2,module_pca_component_1,gene_level,TREM2,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis TREM2; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,TREM2,module_pca_component_1,gene_level,TREM2,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis TREM2; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,TREM2,module_pca_component_1,gene_level,TREM2,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis TREM2; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,TREM2,module_pca_component_1,gene_level,TREM2,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis TREM2; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,TREM2,module_pca_component_1,gene_level,TREM2,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis TREM2; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CST7,module_pca_component_1,gene_level,CST7,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis CST7; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CST7,module_pca_component_1,gene_level,CST7,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis CST7; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CST7,module_pca_component_1,gene_level,CST7,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis CST7; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CST7,module_pca_component_1,gene_level,CST7,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis CST7; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CST7,module_pca_component_1,gene_level,CST7,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis CST7; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CST7,module_pca_component_1,gene_level,CST7,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis CST7; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,APOE,module_pca_component_1,gene_level,APOE,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis APOE; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,APOE,module_pca_component_1,gene_level,APOE,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis APOE; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,APOE,module_pca_component_1,gene_level,APOE,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis APOE; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,APOE,module_pca_component_1,gene_level,APOE,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis APOE; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,APOE,module_pca_component_1,gene_level,APOE,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis APOE; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,APOE,module_pca_component_1,gene_level,APOE,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis APOE; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,LGALS3,module_pca_component_1,gene_level,LGALS3,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis LGALS3; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,LGALS3,module_pca_component_1,gene_level,LGALS3,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis LGALS3; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,LGALS3,module_pca_component_1,gene_level,LGALS3,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis LGALS3; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,LGALS3,module_pca_component_1,gene_level,LGALS3,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis LGALS3; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,LGALS3,module_pca_component_1,gene_level,LGALS3,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis LGALS3; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,LGALS3,module_pca_component_1,gene_level,LGALS3,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis LGALS3; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CTSD,module_pca_component_1,gene_level,CTSD,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CTSD,module_pca_component_1,gene_level,CTSD,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CTSD,module_pca_component_1,gene_level,CTSD,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CTSD,module_pca_component_1,gene_level,CTSD,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CTSD,module_pca_component_1,gene_level,CTSD,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
GFAP,GFAP,CTSD,module_pca_component_1,gene_level,CTSD,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,HMOX1,module_pca_component_1,gene_level,HMOX1,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis HMOX1; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,HMOX1,module_pca_component_1,gene_level,HMOX1,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis HMOX1; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,HMOX1,module_pca_component_1,gene_level,HMOX1,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis HMOX1; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,HMOX1,module_pca_component_1,gene_level,HMOX1,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis HMOX1; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
