dataset_id,study_id,donor_id,sample_id,cell_id,matching_method,fuzzy_matching_used
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343234,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343235,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343236,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343237,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343238,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343239,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343240,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343241,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343242,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343243,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343244,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343245,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343246,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343247,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343248,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343249,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343250,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343251,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343252,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343253,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343254,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343255,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343256,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343257,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343258,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343259,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343260,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343261,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343262,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343263,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343264,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343265,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343266,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343267,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343268,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343269,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343270,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343271,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343272,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343273,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343274,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343275,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343276,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343277,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343278,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343279,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343280,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343281,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343282,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343283,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343284,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343285,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343286,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343287,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343288,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343289,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343290,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343291,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343292,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343293,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343294,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343295,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343296,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343297,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343298,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343299,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343300,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343301,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343302,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343303,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343304,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343305,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343306,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343307,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343308,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343309,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343310,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343311,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343312,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343313,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343314,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343315,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343316,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343317,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343318,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343319,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343320,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343321,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343322,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343323,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343324,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343325,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343326,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343327,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343328,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343329,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343330,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343331,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343332,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343333,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343334,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343335,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343336,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343337,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343338,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343339,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343340,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343341,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343342,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343343,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343344,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343345,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343346,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343347,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343348,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343349,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343350,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343351,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343352,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343353,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343354,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE270454,GSE270454,unresolved_exact_from_source_metadata,GSM8343355,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE292141,GSE292141,1,GSM8851048,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,1,GSM8851049,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,10,GSM8851066,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,10,GSM8851067,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,2,GSM8851050,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,2,GSM8851051,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,3,GSM8851052,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,3,GSM8851053,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,4,GSM8851054,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,4,GSM8851055,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,5,GSM8851056,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,5,GSM8851057,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,6,GSM8851058,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,6,GSM8851059,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,7,GSM8851060,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,7,GSM8851061,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,8,GSM8851062,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,8,GSM8851063,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,9,GSM8851064,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE292141,GSE292141,9,GSM8851065,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Clinical AD Subject 1,GSM9114316,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Clinical AD Subject 2,GSM9114319,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Clinical AD Subject 3,GSM9114320,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Clinical AD Subject 4,GSM9114321,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Clinical AD Subject 5,GSM9114329,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Clinical AD Subject 6,GSM9493269,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Clinical AD Subject 7,GSM9493270,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Control Subject 1,GSM9114324,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Control Subject 2,GSM9114325,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Control Subject 3,GSM9114326,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Control Subject 4,GSM9114328,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Control Subject 5,GSM9114334,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Control Subject 6,GSM9493268,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 1,GSM9114317,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 2,GSM9114318,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 3,GSM9114322,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 4,GSM9114323,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 5,GSM9114327,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 6,GSM9114330,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 7,GSM9114331,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 8,GSM9114332,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE302937,GSE302937,Pre-clinical AD Subject 9,GSM9114333,not_expanded_in_acquisition_audit,exact_geo_sample_title_rule,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180787,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180788,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180789,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180790,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180791,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180792,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180793,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180794,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180795,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180796,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180797,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180798,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180799,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180800,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180801,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180802,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180803,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180804,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180805,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180806,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180807,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180808,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180809,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180810,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180811,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180812,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180813,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180814,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180815,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180816,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180817,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180818,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180819,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180820,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180821,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180822,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180823,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180824,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180825,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180826,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180827,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180828,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180829,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180830,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180831,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180832,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180833,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180834,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
GSE305625,GSE305625,unresolved_exact_from_source_metadata,GSM9180835,not_expanded_in_acquisition_audit,exact_source_metadata_unresolved,False
