dataset_id,matrix_id,modality,genome_assembly,annotation_release,feature_identifier_convention,versioned_unversioned_mixture,symbol_only,duplicate_raw_ids,suspicious_cross_species_ids,feature_metadata_access,audit_note,source_feature_count,feature_universe_sha256,universe_rows_materialized,raw_var_present,raw_var_feature_count,raw_var_matches_var,coordinate_like_peak_ids,invalid_peak_intervals,ordered_feature_identity_sha256,intended_project_role,foundation_eligible
GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_RAW.tar::GSM8226209_V12D07-332_C1_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_RAW.tar::GSM8226209_V12D07-332_D1_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_RAW.tar::GSM8226210_V12D07-335_A1_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_RAW.tar::GSM8226210_V12D07-335_B1_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_RAW.tar::GSM8226210_V12D07-335_C1_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_RAW.tar::GSM8226210_V12D07-335_D1_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555878_oYtkk_b2_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,True,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555879_hp9Yr_a3_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555880_oYtkk_b4_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555881_JpLuT_a5_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555882_OgTiF_b6_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555883_JpLuT_a7_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555884_bT5r4_b8_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555885_IbV8d_b1_b_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar::GSM8555886_q65KC_c1_a_filtered_feature_bc_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,18085.0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,False,not_applicable,,not_applicable,0,0,3047ea228280a175feb3fafafcd97668736b0d28b34f4b1d33d921fd3cfa5b25,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594572_V13Y24-346_C1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,True,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594573_V12D07-075_D1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594574_V13M13-362_A1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594575_V12D07-075_A1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594576_V12Y31-080_A1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594577_V12D05-348_D1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594578_V12D05-350_D1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594579_V13M13-362_D1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594580_V12D05-348_C1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar::GSM8594581_V12D05-350_C1-features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598169_x5459B_M-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,541.0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,True,not_applicable,,not_applicable,0,0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598170_x5459C_M-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,False,not_applicable,,not_applicable,0,0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598171_x8667B_F-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,False,not_applicable,,not_applicable,0,0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598172_x6197B_M-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,541.0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,True,not_applicable,,not_applicable,0,0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598173_x5993B_F-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,False,not_applicable,,not_applicable,0,0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598174_x5993C_F-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,False,not_applicable,,not_applicable,0,0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598175_x1735B_M-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,False,not_applicable,,not_applicable,0,0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598176_x1735C_M-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,False,not_applicable,,not_applicable,0,0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598177_x6588C_F-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,False,not_applicable,,not_applicable,0,0,58cf9e9718803e94aebed01418ed9cfb507b86bfeac57fd2cd49ec1a7edb8db6,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598178_x1225B_M-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,False,not_applicable,,not_applicable,0,0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598179_x1225C_M-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,False,not_applicable,,not_applicable,0,0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598180_x8741C_F-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,False,not_applicable,,not_applicable,0,0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598181_x8741D_F-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,False,not_applicable,,not_applicable,0,0,8a736f64da77c541fce54556c5e1f6c2b38c70a90caa04fa279adf44a9ebba99,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227428_Nac_2720_33V_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,True,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227429_Nac_2720_34V_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227430_Nac_2720_35V_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227431_Nac_2720_36V_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227432_37v_NAc_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227433_38v_NAc_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227434_39v_NAc_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227435_40v_NAc_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307586,data/external/v4/stage81a3_context/GSE307586_human_NAc_Visium/GSE307586_RAW.tar::GSM9227436_41v_NAc_features.tsv.gz,spatial RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
